"area","price","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition"
1029,118500,20,"RL",61,7943,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","SomeAggedLvls","Norm","1Fam","1Story",4,5,1961,1961,"Gable","CompShg","VinylSd","VinylSd","SomeAggedLvls",192,"TA","SomeAggedLvls","CBlock","TA","TA","SomeAggedLvls",903,0,126,1029,"GasA","Gd","Y",1029,0,0,1,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1961,"Unf",1,261,"TA","TA","Y",64,0,39,0,0,0,0,4,2007,"WD ","Normal"
1020,165000,80,"RL",65,14149,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","SomeAggedLvls",5,8,1964,2001,"Hip","CompShg","HdBoard","HdBoard","BrkFace",50,"Gd","SomeAggedLvls","CBlock","TA","TA","SomeAggedLvls",68,722,190,980,"GasA","TA","Y",1020,0,0,0,1,2,0,3,1,"TA",5,"Typ",1,"Detchd",1970,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,0,5,2007,"WD ","Normal"
913,129000,85,"RL",70,8400,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","SomeAggedLvls",6,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",187,627,0,814,"GasA","Gd","Y",913,0,0,1,0,1,0,3,1,"TA",6,"Typ",0,"Detchd",1990,"Unf",1,240,"TA","TA","Y",0,0,252,0,0,0,0,5,2007,"WD ","Normal"
894,125000,20,"RL",99,7094,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",180,374,340,894,"GasA","TA","Y",894,0,0,0,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1966,"RFn",1,384,"TA","TA","Y",0,0,0,0,0,0,0,5,2007,"WD ","Normal"
868,119900,190,"RL",70,8425,"Pave","Reg","Lvl","SomeAggedLvls","Gtl","SomeAggedLvls","SomeAggedLvls","Norm","SomeAggedLvls","1Story",5,6,1971,1990,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","GLQ",748,0,20,768,"GasA","Gd","Y",868,0,0,1,0,1,0,2,1,"TA",6,"Typ",0,"Detchd",1989,"Unf",2,576,"TA","TA","Y",138,0,0,0,0,0,0,5,2007,"WD ","Normal"
897,115000,20,"RL",86,8665,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard","BrkFace",89,"TA","TA","CBlock","TA","TA","SomeAggedLvls",168,288,420,876,"GasA","TA","Y",897,0,0,0,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1968,"RFn",1,264,"TA","TA","Y",0,0,0,0,0,0,0,1,2007,"WD ","Normal"
955,127000,20,"RL",66,7742,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",763,0,192,955,"GasA","Ex","Y",955,0,0,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1966,"Unf",1,386,"TA","TA","Y",0,0,0,0,0,0,0,1,2007,"WD ","Normal"
894,129000,20,"RL",109,8724,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","SomeAggedLvls",492,0,402,894,"GasA","Gd","Y",894,0,0,0,0,1,0,3,1,"TA",5,"Typ",1,"Attchd",1968,"Fin",2,450,"TA","TA","Y",0,0,0,0,0,0,0,5,2007,"WD ","Normal"
1285,143500,20,"RL",71,8197,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",6,5,1977,1977,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","BrkFace",148,"TA","TA","CBlock","TA","TA","Unf",0,0,660,660,"GasA","Ex","Y",1285,0,0,0,0,1,1,3,1,"TA",7,"Typ",1,"Attchd",1977,"RFn",2,528,"TA","TA","Y",138,0,0,0,0,0,0,4,2007,"WD ","Normal"
1375,187000,20,"RL",81,14175,"Pave","Reg","SomeAggedLvls","Inside","SomeAggedLvls","SomeAggedLvls","SomeAggedLvls","Norm","1Fam","1Story",5,5,1956,1998,"Hip","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",386,522,332,1240,"GasA","Gd","Y",1375,0,0,1,0,1,0,3,1,"TA",6,"Typ",1,"Attchd",1956,"Unf",1,323,"TA","TA","Y",0,0,0,0,0,0,0,12,2007,"WD ","Normal"
2654,158000,60,"RL",99,16779,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","SomeAggedLvls","Norm","1Fam","2Story",5,4,1920,1996,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",356,"TA","SomeAggedLvls","CBlock","Gd","TA","SomeAggedLvls",267,0,404,671,"GasA","SomeAggedLvls","Y",1567,1087,0,0,0,3,0,4,1,"TA",11,"SomeAggedLvls",1,"Attchd",1946,"Unf",2,638,"TA","TA","Y",128,570,0,0,0,0,500,5,2007,"WD ","Normal"
1302,165250,50,"RL",70,6960,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",7,8,1940,1998,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","ALQ",258,0,422,680,"GasA","Ex","Y",798,504,0,0,0,1,1,2,1,"Gd",6,"Typ",2,"Attchd",1940,"Unf",1,224,"TA","TA","Y",0,0,0,0,126,0,0,7,2007,"WD ","Normal"
1299,150000,20,"RL",91,11375,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",6,5,1954,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",736,0,231,967,"GasA","TA","Y",1299,0,0,0,0,1,0,3,1,"Gd",6,"Typ",1,"Attchd",1954,"Unf",2,494,"TA","TA","Y",81,0,280,0,0,0,0,10,2007,"WD ","Normal"
1176,137000,20,"RL",85,13770,"Pave","Reg","Lvl","Corner","Gtl","SomeAggedLvls","SomeAggedLvls","Norm","1Fam","1Story",5,6,1958,1998,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","BrkFace",340,"TA","TA","CBlock","TA","TA","SomeAggedLvls",190,873,95,1158,"GasA","TA","Y",1176,0,0,1,0,1,0,3,1,"TA",6,"Typ",2,"Attchd",1958,"Unf",1,303,"TA","TA","Y",0,0,0,0,0,0,0,10,2007,"SomeAggedLvls","Normal"
2060,211000,60,"RL",97,10029,"Pave","IR1","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",6,5,1988,1989,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","BrkFace",268,"Gd","TA","PConc","Gd","TA","GLQ",831,0,320,1151,"GasA","TA","Y",1164,896,0,0,1,2,1,4,1,"TA",8,"Typ",1,"Attchd",1988,"Unf",2,521,"TA","TA","Y",0,228,0,0,192,0,0,9,2007,"WD ","Normal"
1242,109900,20,"RL",84,17808,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","SomeAggedLvls","Norm","1Fam","1Story",4,5,1946,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Unf",0,0,484,484,"GasA","TA","SomeAggedLvls",1242,0,0,0,0,1,0,2,1,"TA",4,"SomeAggedLvls",0,"Attchd",1946,"Unf",1,336,"TA","TA","SomeAggedLvls",0,0,0,0,0,0,0,7,2007,"WD ","Normal"
2422,255000,20,"RL",102,12671,"Pave","IR1","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",6,7,1954,1994,"Hip","CompShg","MetalSd","MetalSd","SomeAggedLvls",300,"TA","SomeAggedLvls","CBlock","Gd","SomeAggedLvls","SomeAggedLvls",353,0,935,1288,"GasA","Ex","Y",2422,0,0,0,0,3,0,4,1,"Gd",6,"SomeAggedLvls",2,"Attchd",1954,"Fin",2,527,"TA","TA","Y",0,63,0,0,144,0,0,7,2007,"WD ","Normal"
2158,243000,20,"RL",84,12615,"Pave","Reg","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",6,7,1950,2001,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"TA","TA","CBlock","TA","SomeAggedLvls","ALQ",477,0,725,1202,"GasA","TA","Y",2158,0,0,1,0,2,0,4,1,"Gd",7,"Typ",1,"Attchd",1950,"Unf",2,576,"TA","TA","Y",0,29,39,0,0,0,0,6,2007,"WD ","Normal"
1626,154000,50,"RL",70,10512,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",6,6,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",491,0,497,988,"GasA","Ex","Y",988,638,0,0,0,1,1,3,1,"Gd",6,"Typ",0,"Attchd",1954,"Unf",1,332,"TA","TA","Y",366,0,0,0,0,0,0,5,2007,"WD ","Normal"
864,118000,20,"RL",60,5400,"Pave","Reg","SomeAggedLvls","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,5,1958,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","SomeAggedLvls",453,0,411,864,"GasA","TA","Y",864,0,0,0,1,1,0,3,1,"TA",6,"Typ",0,"Attchd",1958,"Unf",1,399,"TA","TA","Y",0,0,0,0,0,0,0,5,2007,"WD ","Normal"
1038,130000,120,"RL",39,3869,"Pave","Reg","Lvl","Inside","SomeAggedLvls","SomeAggedLvls","Norm","Norm","SomeAggedLvls","1Story",5,6,1984,1984,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",149,"Gd","SomeAggedLvls","CBlock","TA","TA","SomeAggedLvls",283,755,0,1038,"GasA","Gd","Y",1038,0,0,0,0,2,0,2,1,"TA",5,"Typ",0,"Attchd",1984,"RFn",1,264,"TA","TA","Y",0,105,0,0,0,0,0,7,2007,"WD ","Normal"
1342,125000,20,"RL",58,9280,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,6,1951,1951,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","SomeAggedLvls","TA","ALQ",557,0,785,1342,"GasA","Ex","Y",1342,0,0,1,0,1,0,4,1,"TA",7,"Typ",0,"Detchd",1951,"Unf",1,256,"TA","TA","Y",0,0,0,0,0,0,0,4,2007,"WD ","Normal"
1480,136500,50,"RL",60,11100,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",5,6,1951,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","SomeAggedLvls",1080,0,0,1080,"GasA","TA","SomeAggedLvls",1080,400,0,1,0,1,0,4,1,"TA",7,"Typ",1,"Attchd",1951,"Unf",1,253,"TA","TA","Y",0,0,68,0,0,0,0,7,2007,"WD ","Normal"
1362,96000,50,"RL",50,7550,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1.5Fin",4,5,1920,1950,"SomeAggedLvls","CompShg","MetalSd","MetalSd","None",0,"SomeAggedLvls","SomeAggedLvls","BrkTil","TA","SomeAggedLvls","Unf",0,0,951,951,"SomeAggedLvls","SomeAggedLvls","SomeAggedLvls",986,376,0,0,0,2,0,4,1,"TA",7,"Typ",0,"Detchd",1920,"Unf",1,280,"SomeAggedLvls","TA","SomeAggedLvls",0,0,0,0,0,0,0,3,2007,"WD ","Normal"
1822,228500,50,"RL",104,23920,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","SomeAggedLvls","Norm","1Fam","1.5Fin",6,5,1984,1984,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Unf",0,0,1105,1105,"GasA","Ex","Y",1105,717,0,0,0,2,0,4,1,"Gd",7,"SomeAggedLvls",1,"Attchd",1984,"Unf",2,515,"TA","TA","SomeAggedLvls",0,195,1012,0,0,444,0,4,2007,"WD ","Normal"
1442,179900,20,"RL",114,10357,"Pave","IR1","Lvl","Corner","Gtl","SomeAggedLvls","SomeAggedLvls","Norm","1Fam","1Story",7,5,1990,1991,"Hip","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","GLQ",738,0,172,910,"GasA","Gd","Y",1442,0,0,1,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",1990,"Fin",2,719,"TA","TA","Y",0,244,0,0,0,0,0,5,2007,"WD ","Normal"
2243,225000,60,"RL",116,13474,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","SomeAggedLvls","Norm","1Fam","2Story",7,5,1990,1991,"Gable","CompShg","HdBoard","SomeAggedLvls","BrkFace",246,"Gd","TA","CBlock","Gd","TA","ALQ",700,0,0,700,"GasA","Gd","Y",1122,1121,0,1,0,2,1,4,1,"Gd",8,"Typ",1,"Attchd",1990,"RFn",3,746,"TA","TA","Y",127,44,224,0,0,0,0,6,2007,"WD ","Normal"
2730,301000,60,"RL",86,10380,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",7,5,1986,1987,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","BrkFace",172,"Gd","TA","CBlock","TA","TA","SomeAggedLvls",28,1474,0,1502,"GasA","Ex","Y",1553,1177,0,1,0,2,1,4,1,"Gd",8,"Typ",1,"Attchd",1987,"Fin",2,576,"TA","TA","Y",201,96,0,0,0,0,0,8,2007,"WD ","Normal"
2127,238000,60,"RL",103,13125,"Pave","IR1","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",7,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","SomeAggedLvls","TA","SomeAggedLvls",48,634,422,1104,"GasA","Ex","Y",912,1215,0,1,0,2,1,4,1,"Gd",8,"Typ",1,"Attchd",1991,"RFn",3,833,"TA","TA","Y",72,192,224,0,0,0,0,11,2007,"WD ","Normal"
1982,228500,60,"RL",82,11287,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",7,6,1989,1989,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","BrkFace",340,"Gd","TA","CBlock","Gd","TA","GLQ",421,0,386,807,"GasA","Gd","Y",1175,807,0,0,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",1989,"Fin",2,575,"TA","TA","Y",0,84,0,196,0,0,0,1,2007,"WD ","Normal"
1958,220000,60,"RL",75,9317,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",7,5,1994,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","SomeAggedLvls","PConc","Gd","SomeAggedLvls","GLQ",497,0,282,779,"GasA","Ex","Y",1029,929,0,1,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",1994,"RFn",2,499,"TA","TA","Y",202,93,0,0,0,0,0,7,2007,"SomeAggedLvls","Normal"
2696,383970,60,"RL",77,9965,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","SomeAggedLvls",220,"Gd","TA","PConc","SomeAggedLvls","TA","GLQ",984,0,280,1264,"GasA","Ex","Y",1282,1414,0,1,0,2,1,4,1,"SomeAggedLvls",10,"Typ",1,"SomeAggedLvls",2007,"Fin",3,792,"TA","TA","Y",120,184,0,0,168,0,0,10,2007,"SomeAggedLvls","SomeAggedLvls"
2828,424870,60,"RL",77,9965,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",8,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","SomeAggedLvls",340,"Gd","TA","PConc","SomeAggedLvls","TA","GLQ",1150,0,316,1466,"GasA","Ex","Y",1466,1362,0,1,0,3,0,4,1,"Gd",11,"Typ",1,"SomeAggedLvls",2006,"RFn",3,1052,"TA","TA","Y",125,144,0,0,0,0,0,4,2007,"SomeAggedLvls","SomeAggedLvls"
1651,250000,20,"RL",71,9178,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","SomeAggedLvls",306,"Gd","TA","PConc","Gd","TA","Unf",0,0,1643,1643,"GasA","Ex","Y",1651,0,0,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2007,"Fin",3,870,"TA","TA","Y",204,64,0,0,0,0,0,9,2007,"SomeAggedLvls","SomeAggedLvls"
2140,360000,20,"RL",93,10481,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Hip","CompShg","SomeAggedLvls","SomeAggedLvls","None",0,"Gd","TA","PConc","Gd","TA","Unf",0,0,2140,2140,"GasA","Ex","Y",2140,0,0,0,0,2,1,3,1,"Gd",8,"Typ",0,"Attchd",2006,"Fin",3,894,"TA","TA","Y",136,32,0,0,0,0,0,6,2007,"SomeAggedLvls","SomeAggedLvls"
1494,279500,20,"RL",91,10652,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",7,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","SomeAggedLvls",306,"Gd","TA","PConc","Gd","TA","Unf",0,0,1494,1494,"GasA","Ex","Y",1494,0,0,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2006,"RFn",3,840,"TA","TA","Y",160,33,0,0,0,0,0,8,2007,"SomeAggedLvls","SomeAggedLvls"
1316,200141,20,"RL",103,11175,"Pave","IR1","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Unf",0,0,1316,1316,"GasA","Ex","Y",1316,0,0,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2007,"Fin",2,440,"TA","TA","Y",0,20,0,0,0,0,0,10,2007,"SomeAggedLvls","SomeAggedLvls"
1651,246500,20,"RL",66,10235,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","SomeAggedLvls",306,"Gd","TA","PConc","Gd","TA","Unf",0,0,1643,1643,"GasA","Ex","Y",1651,0,0,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2007,"RFn",3,870,"TA","TA","Y",192,64,0,0,0,0,0,9,2007,"SomeAggedLvls","SomeAggedLvls"
2574,276000,60,"RL",69,9588,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","SomeAggedLvls","SomeAggedLvls","SomeAggedLvls",270,"Gd","TA","PConc","SomeAggedLvls","TA","Unf",0,0,1482,1482,"GasA","Ex","Y",1482,1092,0,0,0,2,1,3,1,"SomeAggedLvls",10,"Typ",1,"SomeAggedLvls",2007,"Fin",3,868,"TA","TA","Y",0,148,0,0,0,0,0,11,2007,"SomeAggedLvls","SomeAggedLvls"
1274,203000,20,"RL",68,8814,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",7,5,2005,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",80,"Gd","TA","PConc","Gd","TA","GLQ",925,0,349,1274,"GasA","Ex","Y",1274,0,0,1,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2005,"RFn",2,508,"TA","TA","Y",264,98,0,0,0,0,0,1,2007,"SomeAggedLvls","SomeAggedLvls"
1456,155835,60,"RL",85,11103,"Pave","IR1","Lvl","Corner","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Unf",0,0,728,728,"GasA","Ex","Y",728,728,0,0,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",2006,"Fin",2,440,"TA","TA","Y",0,0,0,0,0,0,0,7,2007,"SomeAggedLvls","SomeAggedLvls"
1240,194000,20,"RL",74,8556,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Unf",0,0,1240,1240,"GasA","Ex","Y",1240,0,0,0,0,2,0,2,1,"Gd",5,"Typ",0,"Attchd",2006,"RFn",3,826,"TA","TA","Y",140,93,0,0,0,0,0,5,2007,"WD ","Normal"
1208,195400,20,"RL",64,6762,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"Gd","TA","PConc","Gd","TA","GLQ",664,0,544,1208,"GasA","Ex","Y",1208,0,0,1,0,2,0,2,1,"Gd",6,"Typ",0,"Attchd",2007,"RFn",2,628,"TA","TA","Y",105,54,0,0,0,0,0,9,2007,"SomeAggedLvls","SomeAggedLvls"
1546,217000,20,"RL",75,11750,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",204,"Gd","TA","PConc","Gd","TA","GLQ",20,0,1526,1546,"GasA","Ex","Y",1546,0,0,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2005,"RFn",3,796,"TA","TA","Y",144,42,0,0,0,0,0,6,2007,"WD ","Normal"
1500,212999,20,"RL",73,8760,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",132,"Gd","TA","PConc","Gd","TA","GLQ",36,0,1453,1489,"GasA","Ex","Y",1500,0,0,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2005,"RFn",2,674,"TA","TA","Y",144,38,0,0,0,0,0,6,2007,"WD ","Normal"
1270,175900,20,"RL",64,7242,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Unf",0,0,1270,1270,"GasA","Ex","Y",1270,0,0,0,0,2,0,2,1,"Gd",6,"Typ",0,"Attchd",2005,"RFn",2,524,"TA","TA","Y",0,96,0,0,0,0,0,7,2007,"WD ","Normal"
1795,191000,60,"RL",78,9316,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Unf",0,0,879,879,"GasA","Ex","Y",879,916,0,0,0,2,1,3,1,"Gd",7,"Typ",0,"Attchd",2005,"RFn",2,578,"TA","TA","Y",164,111,0,0,0,0,0,10,2007,"WD ","Normal"
1314,176432,20,"RL",78,9317,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","GLQ",24,0,1290,1314,"GasA","Gd","Y",1314,0,0,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2006,"RFn",2,440,"TA","TA","Y",0,22,0,0,0,0,0,3,2007,"WD ","Normal"
1743,279000,20,"RL",155,20064,"Pave","IR1","SomeAggedLvls","Inside","SomeAggedLvls","SomeAggedLvls","Norm","Norm","1Fam","1Story",8,6,1976,1976,"SomeAggedLvls","SomeAggedLvls","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","SomeAggedLvls","SomeAggedLvls",51,915,0,966,"GasA","Ex","Y",1743,0,0,2,0,0,1,0,1,"Gd",5,"Typ",2,"Attchd",1976,"Fin",2,529,"TA","TA","Y",646,0,0,0,0,0,0,5,2007,"WD ","Normal"
990,126000,20,"RL",65,8775,"Pave","Reg","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",5,5,1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","GLQ",495,0,495,990,"GasA","Gd","Y",990,0,0,0,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1996,"Unf",1,299,"TA","TA","Y",0,64,0,0,0,0,0,4,2007,"WD ","Normal"
1200,177500,20,"RL",105,11249,"Pave","SomeAggedLvls","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","1Story",6,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","SomeAggedLvls","PConc","Gd","SomeAggedLvls","ALQ",334,544,322,1200,"GasA","Ex","Y",1200,0,0,1,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",1995,"RFn",2,521,"TA","TA","Y",0,26,0,0,0,0,0,8,2007,"WD ","Normal"
1308,175000,60,"RL",57,10021,"Pave","IR1","Lvl","Inside","Gtl","SomeAggedLvls","Norm","Norm","1Fam","2Story",6,6,1997,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","SomeAggedLvls","PConc","Gd","TA","GLQ",539,0,96,635,"GasA","Ex","Y",646,662,0,1,0,2,1,3,1,"Gd",6,"Typ",0,"Attchd",1997,"RFn",2,497,"TA","TA","Y",142,54,0,0,0,0,0,5,2007,"WD ","Normal"
